20260514_084740,S01,G1,star_first,121,4.0,116,data\raw\S01\20260514_084740_S01_G1_T121.csv,2026-05-14T08:47:45
20260514_084740,S01,G1,star_first,122,4.0,120,data\raw\S01\20260514_084740_S01_G1_T122.csv,2026-05-14T08:47:50
20260514_084740,S01,G1,star_first,123,4.0,115,data\raw\S01\20260514_084740_S01_G1_T123.csv,2026-05-14T08:47:55
20260514_084740,S01,G1,star_first,124,4.0,119,data\raw\S01\20260514_084740_S01_G1_T124.csv,2026-05-14T08:48:00
20260514_084740,S01,G1,star_first,125,4.0,123,data\raw\S01\20260514_084740_S01_G1_T125.csv,2026-05-14T08:48:06
20260514_084740,S01,G1,star_first,126,4.0,122,data\raw\S01\20260514_084740_S01_G1_T126.csv,2026-05-14T08:48:11
20260514_084740,S01,G1,star_first,127,4.0,110,data\raw\S01\20260514_084740_S01_G1_T127.csv,2026-05-14T08:48:16
20260514_084740,S01,G1,star_first,128,4.0,118,data\raw\S01\20260514_084740_S01_G1_T128.csv,2026-05-14T08:48:21
20260514_084740,S01,G1,star_first,129,4.0,122,data\raw\S01\20260514_084740_S01_G1_T129.csv,2026-05-14T08:48:26
20260514_084740,S01,G1,star_first,130,4.0,111,data\raw\S01\20260514_084740_S01_G1_T130.csv,2026-05-14T08:48:31
20260514_084740,S01,G1,star_first,131,4.0,126,data\raw\S01\20260514_084740_S01_G1_T131.csv,2026-05-14T08:48:37
20260514_084740,S01,G1,star_first,132,4.0,117,data\raw\S01\20260514_084740_S01_G1_T132.csv,2026-05-14T08:48:42
20260514_084740,S01,G1,star_first,133,4.0,117,data\raw\S01\20260514_084740_S01_G1_T133.csv,2026-05-14T08:48:47
20260514_084740,S01,G1,star_first,134,4.0,116,data\raw\S01\20260514_084740_S01_G1_T134.csv,2026-05-14T08:48:52
20260514_084740,S01,G1,star_first,135,4.0,129,data\raw\S01\20260514_084740_S01_G1_T135.csv,2026-05-14T08:48:57
20260514_084740,S01,G1,star_first,136,4.0,128,data\raw\S01\20260514_084740_S01_G1_T136.csv,2026-05-14T08:49:02
20260514_084740,S01,G1,star_first,137,4.0,118,data\raw\S01\20260514_084740_S01_G1_T137.csv,2026-05-14T08:49:08
20260514_084740,S01,G1,star_first,138,4.0,117,data\raw\S01\20260514_084740_S01_G1_T138.csv,2026-05-14T08:49:13
20260514_084740,S01,G1,star_first,139,4.0,112,data\raw\S01\20260514_084740_S01_G1_T139.csv,2026-05-14T08:49:18
20260514_084740,S01,G1,star_first,140,4.0,116,data\raw\S01\20260514_084740_S01_G1_T140.csv,2026-05-14T08:49:23
20260514_084740,S01,G1,star_first,141,4.0,109,data\raw\S01\20260514_084740_S01_G1_T141.csv,2026-05-14T08:49:29
20260514_084740,S01,G1,star_first,142,4.0,123,data\raw\S01\20260514_084740_S01_G1_T142.csv,2026-05-14T08:49:34
20260514_084740,S01,G1,star_first,143,4.0,118,data\raw\S01\20260514_084740_S01_G1_T143.csv,2026-05-14T08:49:39
20260514_084740,S01,G1,star_first,144,4.0,121,data\raw\S01\20260514_084740_S01_G1_T144.csv,2026-05-14T08:49:44
20260514_084740,S01,G1,star_first,145,4.0,129,data\raw\S01\20260514_084740_S01_G1_T145.csv,2026-05-14T08:49:50
20260514_084740,S01,G1,star_first,146,4.0,128,data\raw\S01\20260514_084740_S01_G1_T146.csv,2026-05-14T08:49:55
20260514_084740,S01,G1,star_first,147,4.0,117,data\raw\S01\20260514_084740_S01_G1_T147.csv,2026-05-14T08:50:00
20260514_084740,S01,G1,star_first,148,4.0,124,data\raw\S01\20260514_084740_S01_G1_T148.csv,2026-05-14T08:50:05
20260514_084740,S01,G1,star_first,149,4.0,114,data\raw\S01\20260514_084740_S01_G1_T149.csv,2026-05-14T08:50:10
20260514_084740,S01,G1,star_first,150,4.0,115,data\raw\S01\20260514_084740_S01_G1_T150.csv,2026-05-14T08:50:15
20260514_085956,S01,G2,select_wrist_rotate,1,4.0,119,data\raw\S01\20260514_085956_S01_G2_T001.csv,2026-05-14T09:00:01
20260514_085956,S01,G2,select_wrist_rotate,2,4.0,127,data\raw\S01\20260514_085956_S01_G2_T002.csv,2026-05-14T09:00:06
20260514_085956,S01,G2,select_wrist_rotate,3,4.0,120,data\raw\S01\20260514_085956_S01_G2_T003.csv,2026-05-14T09:00:12
20260514_085956,S01,G2,select_wrist_rotate,4,4.0,118,data\raw\S01\20260514_085956_S01_G2_T004.csv,2026-05-14T09:00:17
20260514_085956,S01,G2,select_wrist_rotate,5,4.0,117,data\raw\S01\20260514_085956_S01_G2_T005.csv,2026-05-14T09:00:22
20260514_085956,S01,G2,select_wrist_rotate,6,4.0,113,data\raw\S01\20260514_085956_S01_G2_T006.csv,2026-05-14T09:00:27
20260514_085956,S01,G2,select_wrist_rotate,7,4.0,113,data\raw\S01\20260514_085956_S01_G2_T007.csv,2026-05-14T09:00:32
20260514_085956,S01,G2,select_wrist_rotate,8,4.0,120,data\raw\S01\20260514_085956_S01_G2_T008.csv,2026-05-14T09:00:38
20260514_085956,S01,G2,select_wrist_rotate,9,4.0,113,data\raw\S01\20260514_085956_S01_G2_T009.csv,2026-05-14T09:00:43
20260514_085956,S01,G2,select_wrist_rotate,10,4.0,114,data\raw\S01\20260514_085956_S01_G2_T010.csv,2026-05-14T09:00:48
20260514_085956,S01,G2,select_wrist_rotate,11,4.0,115,data\raw\S01\20260514_085956_S01_G2_T011.csv,2026-05-14T09:00:53
20260514_085956,S01,G2,select_wrist_rotate,12,4.0,112,data\raw\S01\20260514_085956_S01_G2_T012.csv,2026-05-14T09:00:59
20260514_085956,S01,G2,select_wrist_rotate,13,4.0,114,data\raw\S01\20260514_085956_S01_G2_T013.csv,2026-05-14T09:01:04
