session_id,subject_id,label_id,label_name,trial,duration_s,samples,path,recorded_at
20260514_084740,S01,G1,star_first,001,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T001.csv,2026-05-14T08:47:45
20260514_084740,S01,G1,star_first,002,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T002.csv,2026-05-14T08:47:50
20260514_084740,S01,G1,star_first,003,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T003.csv,2026-05-14T08:47:55
20260514_084740,S01,G1,star_first,004,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T004.csv,2026-05-14T08:48:00
20260514_084740,S01,G1,star_first,005,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T005.csv,2026-05-14T08:48:06
20260514_084740,S01,G1,star_first,006,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T006.csv,2026-05-14T08:48:11
20260514_084740,S01,G1,star_first,007,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T007.csv,2026-05-14T08:48:16
20260514_084740,S01,G1,star_first,008,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T008.csv,2026-05-14T08:48:21
20260514_084740,S01,G1,star_first,009,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T009.csv,2026-05-14T08:48:26
20260514_084740,S01,G1,star_first,010,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T010.csv,2026-05-14T08:48:31
20260514_084740,S01,G1,star_first,011,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T011.csv,2026-05-14T08:48:37
20260514_084740,S01,G1,star_first,012,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T012.csv,2026-05-14T08:48:42
20260514_084740,S01,G1,star_first,013,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T013.csv,2026-05-14T08:48:47
20260514_084740,S01,G1,star_first,014,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T014.csv,2026-05-14T08:48:52
20260514_084740,S01,G1,star_first,015,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T015.csv,2026-05-14T08:48:57
20260514_084740,S01,G1,star_first,016,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T016.csv,2026-05-14T08:49:02
20260514_084740,S01,G1,star_first,017,4.000,201,data\processed_50hz\S01\G1\20260514_084740_S01_G1_T017.csv,2026-05-14T08:49:08
